sentence_id,word,word_position,response_time_ms,word_onset_ms,sentence_length,word_frequency,age,language_proficiency,sentence_type
7,книга,5,2991.956,386532.2,7,0,40,advanced,Non-Canonical
7,лежит,6,2225.4700000000003,389664.0,7,50,40,advanced,Non-Canonical
7,рядом,7,2373.128,392068.5,7,60,40,advanced,Non-Canonical
8,Книгу,1,3370.8,397619.1,6,60,40,advanced,Non-Canonical
8,которую,2,3028.7380000000003,401101.7,6,80,40,advanced,Non-Canonical
8,мальчик,3,2460.26,404260.1,6,50,40,advanced,Non-Canonical
8,читает,4,2727.2740000000003,406884.6,6,70,40,advanced,Non-Canonical
8,собака,5,2327.9719999999998,409761.9,6,0,40,advanced,Non-Canonical
8,нюхает,6,2936.306,412266.1,6,30,40,advanced,Non-Canonical
9,Мальчик,1,3296.3880000000004,417784.0,7,50,40,advanced,Non-Canonical
9,с,2,2455.7019999999998,421201.0,7,90,40,advanced,Non-Canonical
9,собакой,3,2370.902,423818.4,7,0,40,advanced,Non-Canonical
9,который,4,1666.7440000000001,426366.8,7,80,40,advanced,Non-Canonical
9,играет,5,5713.400000000001,428250.0,7,40,40,advanced,Non-Canonical
9,книгу,6,3388.396,433944.9,7,60,40,advanced,Non-Canonical
9,бросает,7,3381.1880000000006,437447.0,7,35,40,advanced,Non-Canonical
10,Читает,1,3685.302,443499.8,6,70,40,advanced,Non-Canonical
10,мальчик,2,3414.79,447282.6,6,50,40,advanced,Non-Canonical
10,который,3,3042.5180000000005,450816.0,6,80,40,advanced,Non-Canonical
10,собаку,4,3573.5780000000004,453990.1,6,45,40,advanced,Non-Canonical
10,гладит,5,3347.7980000000002,457662.1,6,40,40,advanced,Non-Canonical
10,книгу,6,3048.03,461132.3,6,60,40,advanced,Non-Canonical
1,Мальчик,1,2039.5,480981.4,3,50,40,advanced,Canonical (SVO)
1,читает,2,1615.1,483330.1,3,70,40,advanced,Canonical (SVO)
1,книгу,3,1753.1,485247.9,3,60,40,advanced,Canonical (SVO)
2,Книгу,1,2958.4575,488240.2,3,60,40,advanced,Non-Canonical
2,читает,2,2274.68,491430.8,3,70,40,advanced,Non-Canonical
2,мальчик,3,2236.4474999999998,493951.1,3,50,40,advanced,Non-Canonical
3,Читает,1,1695.0424999999998,497349.5,3,70,40,advanced,Non-Canonical
3,мальчик,2,2949.745,499305.2,3,50,40,advanced,Non-Canonical
3,книгу,3,2233.68,502484.1,3,60,40,advanced,Non-Canonical
4,Мальчик,1,1485.1225,505897.1,3,50,40,advanced,Non-Canonical
4,книгу,2,2006.3349999999998,507647.0,3,60,40,advanced,Non-Canonical
4,читает,3,3310.4424999999997,509911.2,3,70,40,advanced,Non-Canonical
5,Мальчик,1,3218.7049999999995,517830.3,5,50,40,advanced,Non-Canonical
5,который,2,1668.085,521278.2,5,80,40,advanced,Non-Canonical
5,играет,3,2302.0474999999997,523212.7,5,40,40,advanced,Non-Canonical
5,видит,4,3019.4449999999997,525762.8,5,55,40,advanced,Non-Canonical
5,собаку,5,1649.225,529012.3,5,45,40,advanced,Non-Canonical
6,Мальчик,1,3075.696,532712.6,7,50,40,advanced,Non-Canonical
6,который,2,3482.63,535915.3,7,80,40,advanced,Non-Canonical
6,играет,3,2726.32,539512.1,7,40,40,advanced,Non-Canonical
6,с,4,2506.7940000000003,542395.3,7,90,40,advanced,Non-Canonical
6,собакой,5,3437.474,545062.0,7,0,40,advanced,Non-Canonical
6,книгу,6,3276.036,548605.6,7,60,40,advanced,Non-Canonical
6,читает,7,6174.2880000000005,552002.8,7,70,40,advanced,Non-Canonical
7,Собаку,1,2884.26,559337.4,7,45,40,advanced,Non-Canonical
7,которую,2,3606.756,562361.4,7,80,40,advanced,Non-Canonical
7,видит,3,3737.9840000000004,566076.5,7,55,40,advanced,Non-Canonical
7,мальчик,4,3023.4380000000006,569910.7,7,50,40,advanced,Non-Canonical
7,книга,5,3633.574,573063.7,7,0,40,advanced,Non-Canonical
7,лежит,6,2955.28,576793.8,7,50,40,advanced,Non-Canonical
7,рядом,7,3143.112,579886.0,7,60,40,advanced,Non-Canonical
8,Книгу,1,5630.826000000001,586740.0,6,60,40,advanced,Non-Canonical
8,которую,2,6230.468000000001,592362.0,6,80,40,advanced,Non-Canonical
8,мальчик,3,2784.196,598543.5,6,50,40,advanced,Non-Canonical
8,читает,4,2637.81,601477.4,6,70,40,advanced,Non-Canonical
8,собака,5,2582.796,604277.3,6,0,40,advanced,Non-Canonical
8,нюхает,6,4803.7080000000005,607021.9,6,30,40,advanced,Non-Canonical
9,Мальчик,1,2660.494,613503.0,7,50,40,advanced,Non-Canonical
9,с,2,3362.108,616314.0,7,90,40,advanced,Non-Canonical
9,собакой,3,3626.896,619791.8,7,0,40,advanced,Non-Canonical
9,который,4,2574.634,623521.2,7,80,40,advanced,Non-Canonical
9,играет,5,2627.846,626258.1,7,40,40,advanced,Non-Canonical
9,книгу,6,3169.506,629041.4,7,60,40,advanced,Non-Canonical
9,бросает,7,2441.4980000000005,632337.5,7,35,40,advanced,Non-Canonical
10,Читает,1,2621.486,636784.9,6,70,40,advanced,Non-Canonical
10,мальчик,2,4146.084000000001,639560.6,6,50,40,advanced,Non-Canonical
10,который,3,2901.0080000000003,643774.1,6,80,40,advanced,Non-Canonical
10,собаку,4,2273.7000000000003,646824.0,6,45,40,advanced,Non-Canonical
10,гладит,5,2418.496,649273.9,6,40,40,advanced,Non-Canonical
10,книгу,6,2689.2200000000003,651856.9,6,60,40,advanced,Non-Canonical
1,Мальчик,1,1638.1,675003.7,3,50,40,advanced,Canonical (SVO)
1,читает,2,1867.1,676942.9,3,70,40,advanced,Canonical (SVO)
1,книгу,3,2598.6,679119.7,3,60,40,advanced,Canonical (SVO)
2,Книгу,1,2929.45,682822.2,3,60,40,advanced,Non-Canonical
2,читает,2,3281.3325,685985.2,3,70,40,advanced,Non-Canonical
2,мальчик,3,3201.4849999999997,689489.4,3,50,40,advanced,Non-Canonical
3,Читает,1,1879.4399999999998,695005.3,3,70,40,advanced,Non-Canonical
3,мальчик,2,3322.7424999999994,697142.2,3,50,40,advanced,Non-Canonical
3,книгу,3,3490.9449999999997,700688.0,3,60,40,advanced,Non-Canonical
4,Мальчик,1,2604.32,705888.8,3,50,40,advanced,Non-Canonical
4,книгу,2,10930.7025,708739.8,3,60,40,advanced,Non-Canonical
4,читает,3,2189.7075,719706.9,3,70,40,advanced,Non-Canonical
5,Мальчик,1,2993.5125,724455.0,5,50,40,advanced,Non-Canonical
5,который,2,3075.7174999999997,727679.2,5,80,40,advanced,Non-Canonical
5,играет,3,1933.1499999999999,730980.9,5,40,40,advanced,Non-Canonical
5,видит,4,3670.6274999999996,733170.0,5,55,40,advanced,Non-Canonical
5,собаку,5,3472.3924999999995,737052.9,5,45,40,advanced,Non-Canonical
6,Мальчик,1,3035.946,742449.1,7,50,40,advanced,Non-Canonical
6,который,2,1924.006,745614.9,7,80,40,advanced,Non-Canonical
6,играет,3,2984.2180000000003,747735.9,7,40,40,advanced,Non-Canonical
6,с,4,3096.4719999999998,750852.4,7,90,40,advanced,Non-Canonical
6,собакой,5,1988.4540000000002,754084.1,7,0,40,advanced,Non-Canonical
6,книгу,6,1721.97,756262.4,7,60,40,advanced,Non-Canonical
6,читает,7,2084.384,758189.0,7,70,40,advanced,Non-Canonical
7,Собаку,1,2344.402,762818.3,7,45,40,advanced,Non-Canonical
7,которую,2,2020.0420000000001,765335.5,7,80,40,advanced,Non-Canonical
7,видит,3,1840.16,767554.8,7,55,40,advanced,Non-Canonical
7,мальчик,4,2399.416,769591.7,7,50,40,advanced,Non-Canonical
7,книга,5,3373.132,772166.4,7,0,40,advanced,Non-Canonical
7,лежит,6,1718.6840000000002,775651.4,7,50,40,advanced,Non-Canonical
7,рядом,7,2359.3480000000004,777580.0,7,60,40,advanced,Non-Canonical
8,Книгу,1,1788.22,781234.7,6,60,40,advanced,Non-Canonical
8,которую,2,2796.916,783227.8,6,80,40,advanced,Non-Canonical
8,мальчик,3,3149.5780000000004,786168.7,6,50,40,advanced,Non-Canonical
8,читает,4,3080.042,789448.0,6,70,40,advanced,Non-Canonical
8,собака,5,3119.5800000000004,792665.6,6,0,40,advanced,Non-Canonical
8,нюхает,6,2270.414,795917.4,6,30,40,advanced,Non-Canonical
9,Мальчик,1,2071.876,801266.9,7,50,40,advanced,Non-Canonical
9,с,2,2983.052,803527.0,7,90,40,advanced,Non-Canonical
9,собакой,3,2586.824,806647.4,7,0,40,advanced,Non-Canonical
9,который,4,3814.94,809400.3,7,80,40,advanced,Non-Canonical
9,играет,5,2813.982,813302.0,7,40,40,advanced,Non-Canonical
9,книгу,6,2109.824,816266.3,7,60,40,advanced,Non-Canonical
9,бросает,7,2078.554,818564.3,7,35,40,advanced,Non-Canonical
10,Читает,1,1577.598,822766.2,6,70,40,advanced,Non-Canonical
10,мальчик,2,2494.71,824566.1,6,50,40,advanced,Non-Canonical
10,который,3,2542.7280000000005,827220.7,6,80,40,advanced,Non-Canonical
10,собаку,4,1739.566,829931.1,6,45,40,advanced,Non-Canonical
10,гладит,5,2541.7740000000003,831882.3,6,40,40,advanced,Non-Canonical
10,книгу,6,2577.602,834582.2,6,60,40,advanced,Non-Canonical
6,Мальчик,1,4923.1796405974155,84248.28023769472,7,50,21,beginner,Non-Canonical
6,который,2,4605.196719673824,87712.26812131754,7,80,21,beginner,Non-Canonical
6,играет,3,4205.3749546726785,90024.30540220242,7,40,21,beginner,Non-Canonical
6,с,4,4846.823308583783,92140.47262653882,7,90,21,beginner,Non-Canonical
6,собакой,5,4704.021425523405,95342.70265002524,7,0,21,beginner,Non-Canonical
6,книгу,6,4940.517390243485,97383.87163861684,7,60,21,beginner,Non-Canonical
6,читает,7,4256.266365309206,101048.75692021768,7,70,21,beginner,Non-Canonical
7,Собаку,1,4230.132132311127,105412.40685463189,7,45,21,beginner,Non-Canonical
7,которую,2,4538.447104828387,108020.89134055097,7,80,21,beginner,Non-Canonical
7,видит,3,4327.521207398637,110884.7813778352,7,55,21,beginner,Non-Canonical
7,мальчик,4,4190.47127283451,114108.48716727996,7,50,21,beginner,Non-Canonical
7,книга,5,4395.382367134815,116692.7764643504,7,0,21,beginner,Non-Canonical
7,лежит,6,4773.662538046836,119604.91643278448,7,50,21,beginner,Non-Canonical
7,рядом,7,4528.943458172108,122004.2639971012,7,60,21,beginner,Non-Canonical
8,Книгу,1,4106.432817909191,127189.09313482528,6,60,21,beginner,Non-Canonical
8,которую,2,4218.49834426584,130404.18283862816,6,80,21,beginner,Non-Canonical
8,мальчик,3,4921.5278645965245,132534.28602459872,6,50,21,beginner,Non-Canonical
8,читает,4,4794.63649703949,136465.55009074786,6,70,21,beginner,Non-Canonical
8,собака,5,4152.697146353877,139074.7776290946,6,0,21,beginner,Non-Canonical
8,нюхает,6,4462.031361655501,142443.24368211892,6,30,21,beginner,Non-Canonical
9,Мальчик,1,4511.7303682789425,146687.32015180847,7,50,21,beginner,Non-Canonical
9,с,2,4885.791948711194,148756.0971940389,7,90,21,beginner,Non-Canonical
9,собакой,3,4662.879610948114,151273.65715723895,7,0,21,beginner,Non-Canonical
9,который,4,4534.212451240167,153897.07930941778,7,80,21,beginner,Non-Canonical
9,играет,5,4231.441748374553,156990.49986810435,7,40,21,beginner,Non-Canonical
9,книгу,6,4764.591401695365,160929.66912363347,7,60,21,beginner,Non-Canonical
9,бросает,7,4872.7015732469945,164808.66700676185,7,35,21,beginner,Non-Canonical
10,Читает,1,4897.130788226288,170004.46696438402,6,70,21,beginner,Non-Canonical
10,мальчик,2,4241.493118373255,172181.45196848785,6,50,21,beginner,Non-Canonical
10,который,3,4358.3219938044485,174271.90654630892,6,80,21,beginner,Non-Canonical
10,собаку,4,4309.565148881402,177049.2611256879,6,45,21,beginner,Non-Canonical
10,гладит,5,4386.703788393981,180706.73614399176,6,40,21,beginner,Non-Canonical
10,книгу,6,4554.65050904064,183268.60516336653,6,60,21,beginner,Non-Canonical
6,Мальчик,1,4418.522227547611,156326.54844994954,7,50,23,beginner,Non-Canonical
6,который,2,4572.431385972803,158475.64973730908,7,80,23,beginner,Non-Canonical
6,играет,3,3915.618328618325,162020.1392759024,7,40,23,beginner,Non-Canonical
6,с,4,4429.575995865695,164031.1835101496,7,90,23,beginner,Non-Canonical
6,собакой,5,4357.530375400941,167444.89819784483,7,0,23,beginner,Non-Canonical
6,книгу,6,3811.725221986784,170987.4388912167,7,60,23,beginner,Non-Canonical
6,читает,7,3846.5790903265533,173704.37034830524,7,70,23,beginner,Non-Canonical
7,Собаку,1,4269.439014414224,179430.57720005643,7,45,23,beginner,Non-Canonical
7,которую,2,3802.986588510655,182092.37324976173,7,80,23,beginner,Non-Canonical
7,видит,3,4021.008619211126,184714.33789319306,7,55,23,beginner,Non-Canonical
7,мальчик,4,4281.321868064211,188173.55024986918,7,50,23,beginner,Non-Canonical
7,книга,5,4143.535641304609,191947.97573502184,7,0,23,beginner,Non-Canonical
7,лежит,6,4344.394984494837,194187.16422689846,7,50,23,beginner,Non-Canonical
7,рядом,7,4217.75461726817,197708.73432413227,7,60,23,beginner,Non-Canonical
8,Книгу,1,4161.51963468311,203250.6686840414,6,60,23,beginner,Non-Canonical
8,которую,2,4106.3071771568775,206296.13434280537,6,80,23,beginner,Non-Canonical
8,мальчик,3,3839.931025987747,208346.97259629355,6,50,23,beginner,Non-Canonical
8,читает,4,4280.365979301738,210409.83096766702,6,70,23,beginner,Non-Canonical
8,собака,5,4173.832282633812,213038.54292981967,6,0,23,beginner,Non-Canonical
8,нюхает,6,3957.765687654466,216853.67587767186,6,30,23,beginner,Non-Canonical
9,Мальчик,1,4379.650474691189,221674.44172374313,7,50,23,beginner,Non-Canonical
9,с,2,3814.1712840969076,224132.03805472638,7,90,23,beginner,Non-Canonical
9,собакой,3,3884.3728250776785,226711.54096055392,7,0,23,beginner,Non-Canonical
9,который,4,4423.458420865453,230570.93626523906,7,80,23,beginner,Non-Canonical
9,играет,5,4476.242225305854,233837.7437782599,7,40,23,beginner,Non-Canonical
9,книгу,6,3905.496919731972,237445.08793205814,7,60,23,beginner,Non-Canonical
9,бросает,7,4199.475385193506,241230.2059290381,7,35,23,beginner,Non-Canonical
10,Читает,1,4496.7679316956455,246845.0862393662,6,70,23,beginner,Non-Canonical
10,мальчик,2,3841.7314506820458,249481.09318930993,6,50,23,beginner,Non-Canonical
10,который,3,4105.946150358228,251936.9635143938,6,80,23,beginner,Non-Canonical
10,собаку,4,4467.300502789676,255572.9930462388,6,45,23,beginner,Non-Canonical
10,гладит,5,4175.646135635385,257586.89730730117,6,40,23,beginner,Non-Canonical
10,книгу,6,3935.1118785620583,260421.71931359873,6,60,23,beginner,Non-Canonical
6,Мальчик,1,3290.703868351014,862733.1307346674,7,50,24,beginner,Non-Canonical
6,который,2,3280.9001923229644,866618.9501424924,7,80,24,beginner,Non-Canonical
6,играет,3,3539.2634611264916,869656.5313859791,7,40,24,beginner,Non-Canonical
6,с,4,3722.084917548167,872383.7905907377,7,90,24,beginner,Non-Canonical
6,собакой,5,3232.317542508744,876308.6851806219,7,0,24,beginner,Non-Canonical
6,книгу,6,3265.7142550288213,879303.1821924067,7,60,24,beginner,Non-Canonical
6,читает,7,3086.1387065641675,881872.8631811617,7,70,24,beginner,Non-Canonical
7,Собаку,1,3402.9856924483647,887091.9918491215,7,45,24,beginner,Non-Canonical
7,которую,2,3250.591427424909,889194.9493516214,7,80,24,beginner,Non-Canonical
7,видит,3,3224.0048237201036,893011.4811235548,7,55,24,beginner,Non-Canonical
7,мальчик,4,3393.988756330968,895301.2708677372,7,50,24,beginner,Non-Canonical
7,книга,5,3225.7009028209927,899272.5717759584,7,0,24,beginner,Non-Canonical
7,лежит,6,3579.1255419206955,902616.8428707701,7,50,24,beginner,Non-Canonical
7,рядом,7,3556.403548726509,905092.1179587549,7,60,24,beginner,Non-Canonical
8,Книгу,1,3491.162081293553,909827.6842241933,6,60,24,beginner,Non-Canonical
8,которую,2,3425.4984420806645,913094.7436457152,6,80,24,beginner,Non-Canonical
8,мальчик,3,3629.24704404799,915275.323185824,6,50,24,beginner,Non-Canonical
8,читает,4,3187.922983711988,917916.8833157674,6,70,24,beginner,Non-Canonical
8,собака,5,3462.991682459454,919998.4335988769,6,0,24,beginner,Non-Canonical
8,нюхает,6,3072.3305831058065,923353.5623225615,6,30,24,beginner,Non-Canonical
9,Мальчик,1,3215.116825151628,928377.7484391601,7,50,24,beginner,Non-Canonical
9,с,2,3179.65674097921,931668.094019979,7,90,24,beginner,Non-Canonical
9,собакой,3,3324.117015908272,935049.9694961839,7,0,24,beginner,Non-Canonical
9,который,4,3154.593238558947,938923.4294736574,7,80,24,beginner,Non-Canonical
9,играет,5,3138.235395949543,941605.562175758,7,40,24,beginner,Non-Canonical
9,книгу,6,3657.841887921955,945454.949412315,7,60,24,beginner,Non-Canonical
9,бросает,7,3509.989707591287,947970.8326677453,7,35,24,beginner,Non-Canonical
10,Читает,1,3438.7127286098007,953605.2770681478,6,70,24,beginner,Non-Canonical
10,мальчик,2,3225.562828778657,956664.5782248598,6,50,24,beginner,Non-Canonical
10,который,3,3671.362467607947,958850.7837604716,6,80,24,beginner,Non-Canonical
10,собаку,4,3491.7032925515487,962651.6198747982,6,45,24,beginner,Non-Canonical
10,гладит,5,3298.5907601643034,965329.6794568957,6,40,24,beginner,Non-Canonical
10,книгу,6,3671.290704421569,968781.5908146362,6,60,24,beginner,Non-Canonical
6,Мальчик,1,4307.556544793183,225863.07284853022,7,50,25,beginner,Non-Canonical
6,который,2,3739.9446136480756,229147.1361408388,7,80,25,beginner,Non-Canonical
6,играет,3,4404.379842902749,231470.393569028,7,40,25,beginner,Non-Canonical
6,с,4,3678.8028624448016,234683.2516883472,7,90,25,beginner,Non-Canonical
6,собакой,5,4212.613658483449,236886.19477407925,7,0,25,beginner,Non-Canonical
6,книгу,6,3802.4938375033416,238896.3179417717,7,60,25,beginner,Non-Canonical
6,читает,7,4235.778276298131,241993.78552050487,7,70,25,beginner,Non-Canonical
7,Собаку,1,3854.2683452639776,247297.70803951006,7,45,25,beginner,Non-Canonical
7,которую,2,3864.8578236227686,250722.06648220515,7,80,25,beginner,Non-Canonical
7,видит,3,4280.320282747578,253372.86587852368,7,55,25,beginner,Non-Canonical
7,мальчик,4,4364.133607185682,256672.1316766181,7,50,25,beginner,Non-Canonical
